Cliente,Auto,Ubicación,Fecha,Pago,Seguro Empresa
297,73,351,28/04/2018,Efectivo,SI
2260,80,264,03/10/2019,Efectivo,NO
3835,103,145,24/03/2015,Efectivo,SI
2978,21,322,14/02/2019,Credito,SI
1250,84,348,09/05/2019,Credito,SI
890,128,143,01/05/2019,Efectivo,NO
26,69,216,03/02/2018,Efectivo,SI
3466,58,273,08/02/2019,Efectivo,SI
1750,144,40,26/01/2016,Efectivo,NO
3872,13,15,11/04/2019,Efectivo,NO
2629,91,519,12/08/2019,Efectivo,NO
2456,47,251,03/06/2016,Efectivo,SI
2669,45,451,23/05/2015,Credito,SI
3198,90,285,13/03/2016,Efectivo,SI
3801,113,25,16/03/2019,Efectivo,NO
3918,109,570,24/04/2017,Credito,NO
607,26,514,23/01/2019,Efectivo,NO
1709,143,162,09/11/2016,Credito,NO
3971,145,129,17/02/2016,Efectivo,NO
1988,127,241,25/02/2018,Credito,SI
3274,3,599,05/04/2016,Credito,NO
1437,18,474,26/04/2019,Efectivo,NO
1035,74,198,01/01/2016,Credito,SI
3166,36,174,30/01/2016,Efectivo,NO
1600,45,377,02/12/2017,Credito,SI
454,91,261,27/08/2015,Efectivo,SI
3376,34,192,04/02/2017,Credito,NO
3243,144,460,07/05/2017,Credito,NO
3518,58,328,19/05/2017,Efectivo,SI
2989,117,446,24/10/2016,Credito,NO
134,37,374,22/01/2016,Credito,SI
3039,146,124,23/05/2018,Credito,NO
568,125,421,05/03/2018,Credito,SI
1755,40,410,14/03/2017,Credito,SI
2184,103,103,10/05/2016,Efectivo,SI
2409,81,46,30/11/2017,Efectivo,SI
1637,32,282,01/02/2017,Efectivo,NO
2804,108,409,03/07/2018,Efectivo,NO
941,130,246,28/10/2018,Efectivo,SI
2688,132,92,14/09/2015,Credito,NO
3030,12,510,19/04/2019,Efectivo,SI
2534,12,277,22/12/2019,Credito,SI
2273,53,572,04/06/2018,Efectivo,NO
2083,149,519,13/11/2017,Efectivo,SI
426,45,26,04/07/2017,Credito,SI
732,20,1,19/09/2015,Credito,NO
647,52,430,22/12/2016,Credito,NO
1396,73,319,30/03/2019,Credito,NO
74,21,154,01/11/2019,Efectivo,SI
1114,58,223,02/03/2019,Efectivo,NO
1328,70,117,06/02/2019,Credito,SI
101,7,600,19/04/2016,Efectivo,SI
3456,98,571,01/04/2015,Efectivo,NO
2516,116,275,18/07/2017,Efectivo,SI
865,66,267,25/07/2015,Efectivo,NO
787,30,18,16/12/2017,Credito,NO
1678,89,451,19/10/2018,Credito,SI
155,122,8,18/02/2017,Efectivo,NO
2971,130,524,28/05/2016,Credito,NO
3092,36,475,19/06/2016,Credito,NO
1307,71,443,23/01/2015,Efectivo,NO
3082,157,220,30/08/2015,Efectivo,SI
247,124,144,21/05/2016,Efectivo,NO
2532,144,537,29/12/2019,Credito,NO
1328,45,254,12/03/2017,Efectivo,SI
2466,20,215,22/12/2018,Credito,NO
3093,146,406,02/04/2017,Efectivo,NO
1375,136,592,02/06/2018,Efectivo,NO
3952,67,423,23/03/2017,Efectivo,NO
1962,92,87,31/12/2015,Credito,NO
3091,19,301,25/11/2016,Credito,SI
2568,54,465,29/06/2017,Credito,NO
2909,134,485,28/10/2016,Credito,NO
3817,24,13,14/03/2017,Credito,NO
3854,57,341,27/11/2016,Efectivo,NO
1302,74,365,20/12/2019,Credito,SI
1993,70,468,28/09/2017,Credito,NO
1483,81,264,09/03/2017,Credito,SI
3301,49,439,11/09/2016,Credito,SI
1435,107,140,19/04/2016,Credito,NO
1388,157,13,08/12/2015,Credito,SI
1409,59,427,29/10/2018,Credito,SI
2985,13,223,26/11/2016,Efectivo,SI
2405,15,149,23/04/2018,Efectivo,NO
1162,35,385,13/07/2017,Efectivo,NO
1502,144,197,01/07/2019,Efectivo,SI
1702,32,162,01/05/2017,Efectivo,NO
1289,140,183,11/03/2018,Efectivo,NO
428,22,573,02/07/2019,Credito,SI
2447,29,56,25/08/2015,Efectivo,NO
2972,23,207,28/06/2017,Credito,NO
2851,104,204,25/11/2016,Credito,SI
3589,22,438,09/03/2018,Credito,NO
2600,101,361,09/11/2016,Credito,NO
1536,153,322,04/06/2015,Credito,NO
3650,64,349,25/10/2017,Credito,SI
1795,2,242,27/09/2017,Efectivo,NO
3515,139,58,28/07/2016,Efectivo,SI
2921,111,419,01/10/2017,Credito,SI
3256,66,220,01/05/2017,Efectivo,NO
426,43,119,05/02/2017,Credito,NO
1748,140,504,02/09/2015,Efectivo,SI
3713,10,289,06/07/2016,Credito,NO
134,66,353,01/04/2017,Credito,SI
2670,112,564,16/01/2015,Credito,SI
3192,66,448,26/01/2018,Efectivo,NO
3391,135,224,02/03/2017,Efectivo,NO
2539,136,232,05/12/2018,Efectivo,NO
1396,47,70,02/11/2018,Efectivo,NO
429,106,426,23/01/2015,Efectivo,NO
592,140,258,28/04/2017,Efectivo,NO
312,54,311,14/08/2017,Efectivo,NO
1561,111,321,26/09/2018,Credito,NO
299,112,244,12/09/2015,Efectivo,NO
1732,25,235,21/06/2015,Credito,SI
41,116,136,05/01/2019,Efectivo,NO
1505,100,429,20/07/2017,Efectivo,SI
1130,141,598,21/02/2016,Efectivo,SI
3415,81,349,15/05/2015,Efectivo,NO
2386,12,102,22/04/2016,Efectivo,SI
3595,53,161,04/12/2016,Efectivo,NO
2937,106,590,11/02/2019,Credito,NO
2450,132,475,02/08/2016,Credito,NO
1089,52,505,11/05/2019,Efectivo,SI
1833,124,574,02/05/2017,Efectivo,SI
1583,57,28,17/09/2019,Efectivo,SI
346,67,97,20/02/2015,Credito,NO
3753,107,10,13/03/2019,Efectivo,NO
2510,14,152,12/02/2016,Efectivo,SI
589,32,8,04/02/2018,Efectivo,NO
1553,104,88,01/09/2019,Efectivo,NO
792,87,294,01/07/2017,Efectivo,SI
1802,142,524,29/07/2016,Credito,SI
3557,157,340,14/06/2017,Credito,SI
607,71,269,03/03/2015,Efectivo,SI
754,105,464,02/11/2017,Credito,SI
1748,29,265,12/01/2019,Efectivo,SI
313,150,91,01/09/2018,Credito,NO
3709,47,482,21/08/2015,Credito,SI
875,154,352,01/10/2017,Credito,SI
1072,47,153,26/09/2018,Credito,NO
1349,8,525,14/10/2015,Efectivo,SI
3275,86,54,18/06/2017,Credito,SI
952,125,186,28/06/2015,Credito,SI
2163,112,460,05/01/2016,Efectivo,NO
2358,49,442,27/09/2019,Efectivo,NO
1760,89,487,13/11/2017,Efectivo,NO
3172,111,52,19/09/2015,Credito,NO
3989,94,558,14/04/2018,Efectivo,NO
1666,104,248,26/04/2019,Credito,NO
2469,127,581,28/05/2016,Credito,NO
3034,40,493,22/11/2017,Efectivo,SI
785,27,253,21/11/2015,Efectivo,SI
165,6,585,30/05/2015,Credito,NO
3013,136,19,23/04/2018,Efectivo,NO
1865,157,96,27/02/2015,Credito,NO
3262,42,510,31/01/2015,Efectivo,NO
1642,128,600,29/08/2019,Efectivo,NO
1347,26,23,20/06/2017,Credito,NO
59,140,148,28/06/2019,Efectivo,NO
3166,143,273,27/02/2015,Efectivo,NO
2493,17,232,11/03/2019,Efectivo,NO
3981,39,206,16/04/2017,Credito,NO
2386,23,345,29/12/2015,Credito,SI
1332,29,498,14/10/2017,Efectivo,NO
2215,141,279,30/03/2016,Efectivo,SI
3000,69,489,12/04/2015,Credito,SI
1041,74,176,04/01/2016,Credito,SI
2468,114,525,02/08/2019,Credito,SI
2189,94,295,08/01/2019,Efectivo,SI
3808,89,268,09/08/2019,Credito,NO
1518,55,170,25/05/2019,Efectivo,NO
3360,145,400,04/09/2018,Credito,NO
1737,32,338,06/09/2017,Credito,SI
3923,137,443,04/07/2016,Efectivo,NO
2673,1,471,31/08/2016,Credito,NO
664,1,274,14/07/2019,Efectivo,SI
1687,108,594,27/07/2017,Efectivo,SI
1668,41,444,12/02/2017,Credito,NO
2641,113,99,23/02/2019,Credito,SI
3662,2,479,01/03/2017,Efectivo,NO
1881,81,522,30/11/2019,Efectivo,SI
3516,33,60,25/07/2019,Credito,SI
2903,101,574,04/03/2019,Efectivo,NO
3407,112,280,03/06/2019,Efectivo,NO
3610,95,129,27/09/2019,Efectivo,SI
1270,149,426,16/10/2017,Efectivo,SI
3273,47,204,05/04/2018,Credito,NO
1115,101,451,19/07/2016,Credito,NO
3059,41,424,07/05/2019,Efectivo,NO
130,43,168,16/04/2015,Efectivo,SI
1082,72,76,10/09/2018,Efectivo,NO
1726,118,186,25/12/2015,Credito,NO
3609,24,374,06/10/2019,Credito,SI
1274,156,404,11/11/2018,Credito,SI
145,109,392,20/12/2019,Credito,NO
3559,29,43,09/02/2018,Credito,NO
2105,86,452,05/01/2015,Efectivo,NO
3144,55,40,17/12/2015,Credito,SI
1968,66,190,26/01/2016,Efectivo,SI
2287,150,241,08/12/2016,Efectivo,SI
1350,141,236,26/12/2016,Credito,NO
3270,98,188,04/06/2015,Efectivo,NO
1476,21,309,20/09/2016,Credito,SI
1963,62,353,21/04/2017,Efectivo,NO
3529,115,574,24/08/2016,Efectivo,SI
623,90,584,04/09/2016,Credito,NO
228,131,503,04/11/2019,Credito,SI
326,155,483,06/08/2017,Efectivo,SI
1183,154,81,20/11/2017,Efectivo,SI
2687,80,64,24/12/2016,Credito,SI
848,10,313,29/01/2019,Efectivo,NO
1895,40,584,30/07/2017,Efectivo,NO
1598,50,218,31/12/2019,Efectivo,NO
1441,28,264,22/03/2017,Efectivo,SI
2117,89,263,02/07/2016,Credito,SI
1150,35,79,31/08/2015,Credito,SI
2399,87,458,21/03/2015,Credito,SI
1874,7,84,06/02/2017,Efectivo,NO
2782,23,522,01/10/2015,Efectivo,SI
1093,133,426,01/04/2015,Credito,NO
1714,88,214,01/07/2018,Credito,NO
1545,18,183,09/08/2018,Efectivo,SI
2072,136,132,15/05/2018,Efectivo,SI
909,146,300,10/12/2019,Credito,NO
3197,29,314,07/09/2016,Efectivo,NO
1056,108,119,16/05/2015,Efectivo,SI
3362,144,518,12/12/2019,Efectivo,NO
3130,52,237,21/11/2015,Efectivo,SI
1835,18,547,06/06/2018,Efectivo,NO
2454,148,341,11/07/2015,Efectivo,NO
2637,46,67,20/08/2015,Credito,SI
1574,46,409,10/11/2015,Efectivo,NO
1135,29,23,27/07/2017,Efectivo,NO
243,108,338,09/06/2018,Credito,NO
919,25,113,21/08/2015,Efectivo,SI
558,103,491,16/10/2015,Efectivo,NO
1607,67,587,11/02/2019,Efectivo,SI
3723,127,355,09/03/2019,Credito,SI
2060,144,498,11/04/2016,Efectivo,NO
2413,45,54,20/11/2016,Credito,SI
3218,153,215,11/06/2016,Credito,SI
3151,33,283,08/07/2015,Efectivo,NO
3166,112,114,03/02/2017,Efectivo,NO
221,70,173,14/11/2019,Credito,NO
2339,15,285,27/12/2015,Credito,NO
3772,130,169,18/11/2015,Credito,NO
2833,39,159,09/10/2017,Credito,SI
466,42,129,06/10/2016,Credito,SI
2036,105,439,05/02/2017,Efectivo,NO
782,98,523,13/09/2018,Efectivo,NO
3103,153,94,03/06/2019,Efectivo,SI
1355,102,574,03/04/2019,Credito,SI
718,36,569,19/09/2015,Credito,NO
2983,23,160,31/03/2019,Efectivo,NO
380,91,478,28/09/2016,Credito,SI
2403,89,444,26/07/2016,Efectivo,NO
2618,132,450,27/02/2016,Efectivo,NO
2971,119,569,22/06/2019,Efectivo,NO
2324,41,203,01/12/2019,Credito,SI
1449,7,270,09/05/2017,Credito,SI
396,68,449,03/03/2019,Efectivo,NO
2830,19,28,30/08/2019,Credito,NO
682,140,550,10/07/2019,Efectivo,SI
3002,144,385,05/03/2019,Efectivo,NO
1515,129,249,01/03/2015,Efectivo,NO
964,61,311,02/04/2015,Efectivo,NO
3554,131,134,09/09/2016,Efectivo,SI
1063,115,113,01/12/2017,Efectivo,SI
2507,91,49,27/01/2019,Efectivo,SI
2565,120,242,25/03/2016,Efectivo,NO
3464,122,330,29/04/2018,Credito,SI
2540,48,112,04/09/2015,Efectivo,SI
2254,141,6,28/10/2018,Efectivo,SI
1182,2,539,02/04/2015,Efectivo,NO
1835,150,117,03/08/2019,Credito,SI
234,106,559,14/03/2017,Credito,SI
531,32,86,11/10/2017,Credito,NO
2458,29,437,01/12/2019,Efectivo,NO
3388,52,597,25/08/2019,Efectivo,NO
3153,51,19,19/03/2015,Credito,SI
2735,120,557,25/12/2016,Credito,SI
515,115,599,04/07/2016,Efectivo,SI
2057,44,151,09/02/2016,Credito,NO
1651,47,569,25/09/2017,Efectivo,SI
1385,61,36,13/10/2019,Efectivo,SI
2626,136,215,09/02/2017,Efectivo,SI
906,16,179,22/08/2017,Credito,NO
17,154,405,13/12/2017,Efectivo,SI
3261,81,446,08/12/2018,Efectivo,NO
1461,19,456,15/02/2017,Credito,SI
379,54,306,07/11/2015,Credito,NO
84,155,330,22/04/2015,Credito,SI
3922,81,298,20/05/2016,Credito,NO
2746,27,99,12/01/2016,Efectivo,NO
1428,112,559,19/11/2015,Efectivo,NO
3477,156,48,25/02/2019,Efectivo,NO
797,43,563,01/07/2015,Credito,NO
82,136,252,21/06/2017,Credito,NO
1418,21,466,21/06/2018,Efectivo,NO
3292,79,506,02/03/2017,Credito,SI
3323,9,455,04/02/2015,Efectivo,SI
483,101,446,05/11/2018,Efectivo,SI
1881,81,78,12/01/2018,Credito,NO
225,1,454,13/05/2015,Credito,SI
1186,126,121,06/09/2016,Credito,NO
1813,8,301,19/08/2019,Credito,NO
2965,43,24,18/10/2018,Efectivo,SI
1898,5,580,25/10/2015,Efectivo,NO
988,153,382,20/07/2019,Efectivo,SI
3161,127,100,16/06/2017,Credito,NO
2429,93,417,29/08/2017,Credito,NO
2660,28,245,08/04/2018,Credito,NO
2322,66,85,27/01/2016,Efectivo,NO
1880,106,92,28/08/2018,Efectivo,NO
2299,118,285,03/08/2017,Credito,NO
2897,14,296,19/12/2016,Credito,SI
1047,125,392,18/01/2018,Credito,NO
2628,63,517,22/03/2019,Credito,SI
434,61,190,14/02/2016,Credito,NO
1388,16,278,20/09/2015,Efectivo,NO
3947,21,399,26/03/2017,Credito,SI
1884,14,374,07/02/2017,Credito,SI
2258,95,134,12/05/2015,Credito,SI
1659,59,326,21/01/2015,Efectivo,SI
1379,120,555,04/01/2016,Credito,NO
54,73,381,15/06/2016,Efectivo,NO
2643,9,198,01/10/2015,Credito,NO
2140,80,121,25/04/2017,Credito,NO
76,81,443,27/11/2017,Efectivo,NO
1573,153,432,09/09/2016,Credito,NO
3130,29,373,16/04/2017,Efectivo,NO
3108,9,28,29/05/2016,Efectivo,NO
3300,114,537,03/05/2016,Efectivo,NO
1267,141,263,01/07/2019,Efectivo,NO
3831,84,296,27/02/2017,Credito,NO
646,147,599,15/06/2019,Efectivo,NO
1506,154,579,27/09/2016,Efectivo,SI
3174,157,499,02/02/2016,Credito,NO
1980,35,486,14/02/2016,Credito,NO
1109,46,332,09/05/2016,Credito,SI
2761,90,421,31/08/2016,Credito,SI
2211,27,474,06/01/2016,Efectivo,NO
1964,11,142,03/08/2019,Credito,SI
3794,131,305,22/08/2015,Efectivo,NO
945,156,277,18/12/2018,Credito,NO
2674,93,138,24/06/2016,Efectivo,SI
1473,146,4,31/01/2019,Credito,NO
1539,43,93,03/03/2017,Efectivo,NO
3129,132,280,11/05/2016,Credito,SI
949,130,392,23/03/2019,Credito,NO
1570,78,72,04/05/2017,Efectivo,SI
525,40,232,09/09/2015,Efectivo,SI
3622,35,359,11/01/2018,Efectivo,SI
3868,111,109,20/01/2016,Credito,NO
556,80,169,28/01/2015,Credito,SI
710,111,447,02/09/2017,Credito,NO
615,95,80,11/11/2019,Credito,NO
1987,33,405,07/08/2016,Efectivo,SI
1682,104,469,27/07/2017,Credito,SI
3683,77,52,27/09/2018,Credito,NO
357,85,578,08/03/2019,Credito,SI
3788,129,63,02/03/2019,Credito,NO
1423,60,301,13/04/2015,Efectivo,SI
2235,13,314,06/11/2018,Efectivo,NO
2427,98,414,20/04/2016,Efectivo,NO
1483,56,8,28/09/2018,Efectivo,SI
1198,50,377,30/03/2018,Efectivo,NO
622,113,524,01/09/2015,Credito,NO
366,56,602,02/10/2019,Efectivo,SI
333,98,52,24/08/2019,Efectivo,SI
866,132,238,12/03/2017,Efectivo,SI
3527,64,294,21/11/2016,Efectivo,NO
46,154,331,06/10/2017,Efectivo,NO
2060,11,4,22/11/2017,Credito,NO
2057,84,293,28/01/2017,Credito,NO
325,67,35,20/06/2018,Credito,SI
156,141,287,08/01/2016,Credito,SI
2171,1,554,19/06/2016,Credito,SI
523,30,442,31/08/2019,Efectivo,SI
576,140,180,06/02/2018,Efectivo,NO
3251,112,301,10/03/2016,Efectivo,NO
738,16,90,24/07/2015,Efectivo,NO
3843,69,303,21/04/2015,Efectivo,SI
2960,103,314,21/03/2016,Credito,SI
3581,142,60,24/01/2017,Credito,SI
1540,97,503,21/03/2018,Credito,SI
3888,71,103,27/03/2015,Efectivo,NO
432,1,249,25/11/2018,Efectivo,SI
3031,128,23,15/04/2017,Credito,NO
2715,150,32,26/11/2016,Efectivo,NO
1504,98,576,11/10/2019,Credito,NO
3657,132,503,08/04/2019,Credito,SI
2776,37,467,13/08/2015,Credito,SI
2984,103,96,21/07/2015,Efectivo,SI
231,15,504,30/10/2015,Efectivo,SI
2819,91,296,15/11/2015,Credito,NO
2959,133,253,20/01/2016,Credito,NO
1898,49,86,18/11/2017,Efectivo,SI
2373,93,163,22/12/2017,Efectivo,NO
3699,123,238,20/10/2018,Credito,SI
322,73,184,22/10/2015,Credito,NO
2607,151,60,28/11/2017,Efectivo,SI
1843,3,203,22/09/2019,Credito,SI
3160,98,503,03/06/2015,Credito,SI
3191,67,307,10/03/2018,Efectivo,SI
797,81,113,09/04/2016,Efectivo,SI
1787,43,214,30/08/2019,Efectivo,SI
3312,60,413,06/06/2015,Credito,NO
1687,127,180,16/06/2015,Credito,NO
773,35,470,09/03/2017,Efectivo,NO
814,105,36,24/05/2017,Credito,SI
1837,100,567,09/07/2016,Credito,NO
2464,44,390,08/06/2016,Efectivo,SI
1686,126,315,19/11/2018,Efectivo,SI
1877,63,200,02/07/2016,Credito,SI
298,139,231,03/08/2018,Credito,SI
2869,8,217,24/02/2016,Efectivo,SI
1624,82,298,24/10/2018,Credito,SI
1097,73,4,29/04/2017,Credito,NO
2454,88,114,01/09/2019,Efectivo,NO
1554,114,431,18/11/2015,Efectivo,SI
983,106,79,11/12/2016,Credito,SI
3171,85,58,06/08/2018,Efectivo,NO
2356,104,193,19/02/2018,Credito,SI
3309,151,421,28/11/2016,Credito,NO
2587,32,309,03/05/2018,Credito,SI
2899,96,265,23/01/2018,Efectivo,NO
1727,125,175,13/05/2015,Efectivo,NO
1141,114,408,02/12/2015,Credito,NO
2925,7,143,07/03/2015,Credito,SI
3986,55,337,20/10/2018,Credito,NO
3164,109,443,14/07/2016,Efectivo,SI
1547,23,428,13/02/2015,Efectivo,NO
3878,143,565,30/01/2017,Efectivo,SI
492,112,106,02/09/2018,Efectivo,SI
87,131,392,13/10/2016,Efectivo,SI
205,76,201,01/03/2019,Efectivo,SI
1217,85,153,05/06/2016,Credito,NO
401,71,54,16/10/2019,Credito,NO
1256,112,44,28/02/2017,Credito,SI
555,102,580,02/03/2017,Efectivo,SI
3450,137,375,20/03/2018,Credito,SI
3015,54,449,26/10/2016,Efectivo,SI
1055,155,347,01/08/2019,Credito,NO
1592,22,14,01/05/2019,Efectivo,NO
1797,68,265,12/09/2015,Credito,SI
2441,59,553,08/11/2019,Credito,NO
3155,98,51,05/11/2017,Efectivo,NO
2833,88,260,21/07/2016,Credito,NO
2375,98,336,18/12/2019,Credito,SI
3949,114,28,10/06/2018,Credito,NO
389,111,185,30/11/2016,Credito,NO
2728,140,358,25/11/2015,Credito,SI
396,133,378,30/08/2019,Efectivo,NO
231,91,496,24/01/2017,Credito,SI
1814,106,95,12/07/2015,Credito,NO
662,113,548,06/06/2015,Efectivo,NO
3648,101,522,15/05/2016,Efectivo,SI
232,32,254,30/08/2018,Efectivo,NO
2220,21,215,14/01/2018,Efectivo,SI
3695,9,429,01/05/2018,Efectivo,NO
1628,149,213,06/02/2017,Credito,SI
3677,83,262,25/02/2015,Credito,SI
505,25,31,08/08/2017,Credito,SI
3542,7,248,07/12/2019,Efectivo,NO
1653,5,164,14/03/2019,Efectivo,NO
2378,141,220,09/01/2018,Efectivo,NO
3598,123,400,16/10/2019,Credito,NO
3128,78,233,09/08/2018,Efectivo,SI
1604,41,337,17/04/2017,Credito,NO
2886,82,560,26/09/2017,Credito,NO
2788,68,211,12/01/2017,Efectivo,NO
463,57,210,20/03/2017,Credito,SI
255,58,339,14/09/2017,Credito,SI
1923,48,158,29/09/2019,Efectivo,NO
2733,11,519,07/03/2016,Efectivo,NO
3378,131,32,13/10/2016,Efectivo,SI
1311,56,525,24/06/2016,Credito,NO
590,137,391,20/09/2018,Efectivo,NO
3011,38,133,12/12/2018,Efectivo,SI
2067,37,579,07/05/2016,Credito,SI
86,84,378,05/03/2015,Credito,NO
459,146,274,14/04/2015,Efectivo,NO
3212,1,144,25/07/2019,Efectivo,NO
2610,37,502,24/02/2017,Efectivo,NO
1034,127,50,06/04/2018,Efectivo,NO
3409,123,27,27/10/2015,Efectivo,SI
3985,84,521,02/06/2015,Credito,SI
1937,132,107,23/04/2018,Efectivo,NO
2299,46,41,28/07/2018,Credito,NO
3967,139,395,12/03/2018,Credito,NO
723,1,399,15/03/2018,Credito,SI
1909,157,165,08/01/2015,Credito,SI
1563,68,602,21/11/2019,Efectivo,NO
2539,9,156,13/02/2017,Efectivo,SI
591,40,238,13/12/2018,Efectivo,SI
485,43,159,27/06/2015,Credito,SI
2902,95,303,01/12/2016,Credito,NO
303,85,275,30/05/2016,Credito,SI
2239,127,409,08/01/2019,Credito,NO
493,28,179,09/09/2018,Efectivo,SI
345,42,174,08/07/2015,Efectivo,NO
269,48,74,18/05/2017,Efectivo,NO
105,76,586,06/09/2018,Efectivo,NO
3774,43,361,06/12/2016,Credito,NO
2724,44,177,24/01/2017,Efectivo,SI
2176,86,374,08/02/2017,Credito,SI
2296,36,463,17/04/2016,Efectivo,SI
2457,94,72,18/05/2018,Credito,NO
166,87,250,30/06/2018,Efectivo,NO
2020,44,89,24/03/2018,Efectivo,SI
3015,40,154,14/02/2017,Efectivo,SI
461,97,281,23/02/2016,Credito,SI
1881,11,250,16/03/2017,Efectivo,NO
806,126,604,06/12/2017,Efectivo,SI
755,75,41,21/09/2017,Credito,NO
3262,114,414,01/05/2015,Efectivo,NO
2848,125,496,26/08/2015,Efectivo,NO
909,116,205,14/09/2019,Efectivo,SI
957,36,46,01/11/2016,Credito,NO
3850,85,366,12/07/2019,Credito,NO
613,121,461,07/04/2019,Efectivo,NO
3733,150,238,21/12/2015,Credito,NO
3046,116,369,28/12/2016,Efectivo,SI
3589,106,398,24/10/2017,Efectivo,SI
584,56,345,24/06/2015,Credito,NO
2864,48,37,10/08/2017,Credito,NO
2360,117,106,31/01/2015,Efectivo,NO
1119,36,221,03/12/2015,Credito,SI
3935,56,154,06/06/2015,Credito,SI
99,105,276,04/04/2018,Efectivo,NO
3554,81,183,25/07/2019,Efectivo,SI
2624,52,320,31/05/2017,Efectivo,SI
333,7,430,03/07/2017,Credito,NO
1459,52,482,16/02/2019,Credito,SI
1990,94,165,16/03/2018,Credito,SI
2402,115,352,19/10/2019,Credito,NO
3469,138,435,17/05/2019,Efectivo,NO
86,103,505,27/11/2015,Credito,SI
3733,117,418,04/04/2016,Efectivo,SI
1619,129,134,02/12/2016,Credito,SI
3853,22,172,30/11/2017,Credito,NO
3103,68,204,31/08/2018,Efectivo,NO
3744,82,218,16/03/2018,Efectivo,SI
630,40,205,17/10/2016,Efectivo,NO
3671,53,434,07/12/2016,Efectivo,SI
687,106,55,20/06/2019,Efectivo,NO
3493,89,314,27/05/2017,Efectivo,SI
1029,111,515,14/09/2016,Credito,NO
1274,128,215,25/01/2019,Efectivo,NO
165,66,53,10/03/2016,Efectivo,NO
2318,7,100,12/09/2019,Credito,NO
3464,113,576,02/12/2018,Credito,SI
422,144,411,06/12/2016,Credito,SI
206,13,144,08/09/2016,Credito,SI
1108,89,174,25/10/2017,Efectivo,NO
1124,109,222,30/09/2018,Credito,NO
653,88,395,15/04/2019,Efectivo,SI
103,74,470,11/12/2017,Credito,NO
302,94,97,15/08/2017,Efectivo,SI
199,123,347,06/05/2015,Credito,NO
1035,119,172,24/01/2015,Credito,SI
845,60,327,11/10/2017,Credito,SI
243,13,526,05/09/2015,Credito,NO
817,148,372,03/04/2018,Credito,SI
1622,129,521,18/03/2015,Credito,NO
1044,64,79,19/12/2018,Credito,SI
812,81,373,13/12/2015,Credito,SI
298,89,271,30/03/2015,Efectivo,SI
3244,11,416,30/11/2016,Efectivo,SI
2539,75,313,04/11/2016,Credito,SI
2550,41,3,05/09/2015,Efectivo,NO
3918,30,123,26/03/2018,Efectivo,SI
3241,65,397,29/07/2015,Credito,SI
2453,69,450,12/06/2018,Credito,NO
1965,41,337,08/09/2018,Credito,NO
1148,11,116,04/10/2017,Credito,SI
2459,54,86,22/11/2016,Efectivo,NO
3104,59,480,27/12/2018,Credito,NO
2402,96,530,30/01/2019,Credito,SI
1278,143,3,27/07/2015,Efectivo,NO
3211,41,197,27/05/2015,Efectivo,SI
3013,12,80,04/09/2018,Credito,SI
78,73,328,18/07/2019,Efectivo,SI
3011,137,122,24/03/2019,Credito,SI
1769,80,196,11/12/2019,Credito,NO
3041,117,254,17/12/2016,Credito,NO
3289,157,359,24/11/2019,Efectivo,SI
928,27,112,21/02/2015,Credito,SI
2189,140,308,03/07/2015,Efectivo,SI
741,33,492,21/01/2018,Credito,NO
461,59,562,01/05/2017,Credito,SI
522,82,245,16/08/2016,Efectivo,NO
263,155,451,26/03/2015,Efectivo,NO
2015,23,258,04/04/2016,Credito,NO
1617,13,307,22/10/2017,Credito,NO
2261,100,296,03/12/2018,Credito,SI
1680,68,20,12/03/2019,Efectivo,NO
1342,59,169,09/09/2019,Credito,SI
1471,42,483,01/12/2016,Efectivo,NO
2487,113,61,01/10/2016,Efectivo,NO
589,107,540,21/04/2016,Credito,SI
3414,12,310,22/07/2017,Credito,SI
3255,78,396,30/08/2019,Credito,NO
2037,67,219,24/11/2017,Efectivo,SI
229,3,113,26/06/2016,Credito,NO
2531,49,351,08/06/2016,Credito,SI
3821,35,427,06/04/2016,Credito,NO
1198,60,257,13/11/2019,Credito,NO
1093,118,67,04/04/2016,Efectivo,SI
2118,57,434,01/05/2017,Credito,NO
3019,7,157,26/02/2017,Credito,SI
3152,95,306,23/10/2019,Credito,SI
420,140,82,20/07/2017,Credito,SI
1430,131,194,07/07/2018,Credito,NO
2759,47,8,11/02/2015,Credito,NO
2116,80,196,27/10/2019,Efectivo,SI
2558,58,287,31/10/2019,Efectivo,NO
2897,59,477,05/12/2016,Credito,SI
838,23,433,24/06/2017,Efectivo,SI
2301,124,432,20/07/2019,Credito,SI
1522,74,549,19/05/2015,Credito,SI
731,39,260,22/03/2017,Efectivo,SI
2555,66,58,20/11/2019,Credito,NO
2112,36,319,03/10/2015,Efectivo,NO
3036,75,178,14/05/2018,Efectivo,SI
476,40,475,25/04/2016,Efectivo,NO
2196,30,431,25/03/2016,Credito,NO
700,72,9,21/07/2015,Credito,SI
